True_Sector,Pattern,F_T_STL,F_S_STL,F_R_STL,F_T_STL_EMD,F_S_STL_EMD,F_I_STL_EMD,Num_Kernels,Kernel_Expression,Operations
S2,Seasonal,0.8184027753190529,0.4923744126936701,0.0,0.9369336269047895,0.7711981132760914,0.7338655070784685,3,((Per(p=24)+Per(p=52))*Per(p=672)),"[np.str_('+'), np.str_('*')]"
S3,Stationary,0.24605973281650262,0.20205200589261207,0.0,0.4342388247431265,0.28668514190691585,0.30750082382947597,1,WN(σ=0.1),['None']
S3,Stationary,0.23402932159550116,0.27369740635533435,0.0,0.33728531521950633,0.3482734363224389,0.34737471428359346,2,(RQ(α=1)*RBF(l=1)),[np.str_('*')]
S1,Composite,0.5547693722957419,0.14280444845540063,0.0,0.9240670306241103,0.36514685777950684,0.8860815256435421,5,((((Per(p=672)*Per(p=30))*Lin(σ=1))+Per(p=30))+Const(1)),"[np.str_('*'), np.str_('*'), np.str_('+'), np.str_('+')]"
S1,Composite,0.9989725274153384,0.9999798258128303,0.0,0.9993255070619426,0.9999868413503129,0.34756927976796725,5,((((Per(p=365)+RQ(α=0.1))+RBF(l=0.1))+Lin(σ=10))*Per(p=26)),"[np.str_('+'), np.str_('+'), np.str_('+'), np.str_('*')]"
S3,Stationary,0.041292159580128995,0.29250310696139037,0.0,0.05125004457178006,0.46676742924303305,0.4037593297346779,3,((RQ(α=1)+RBF(l=0.1))*RQ(α=10)),"[np.str_('+'), np.str_('*')]"
S2,Seasonal,0.132875796831611,0.18693954050060402,0.0,0.4212730929786179,0.27922340018080427,0.3242969685980409,3,((Per(p=672)*RBF(l=0.1))*Per(p=7)),"[np.str_('*'), np.str_('*')]"
S2,Seasonal,0.15492156128736778,0.18348936913254643,0.0,0.24301846142888928,0.2734648341748924,0.3313647702940009,3,((Per(p=168)*RQ(α=1))*RQ(α=0.1)),"[np.str_('*'), np.str_('*')]"
S2,Seasonal,0.3210776648427224,0.23496376752458215,0.0,0.3606794472558601,0.37451085760621294,0.36226580574165923,4,(((Per(p=7)*Per(p=336))*Per(p=672))*RBF(l=10)),"[np.str_('*'), np.str_('*'), np.str_('*')]"
S2,Seasonal,0.001585126544865978,0.9435584860360947,0.0,0.002370278605017373,0.4982864421799452,0.0,2,(Per(p=168)*Per(p=24)),[np.str_('*')]
S2,Seasonal,0.1384687701303724,0.6426225314658256,0.0,0.38130054071938047,0.8804917219308388,0.7335437662036144,2,(Per(p=168)*Per(p=60)),[np.str_('*')]
S1,Composite,0.9891351814316439,0.9927545245656992,0.0,0.9960357653559099,0.9974121801862226,0.6481933698007143,2,(Per(p=40)*Lin(σ=10)),[np.str_('*')]
S2,Seasonal,0.9999096357297531,0.11323810761240738,0.0,0.9999940606490907,0.6196584037224838,0.9351535779963526,1,Per(p=730),['None']
S2,Seasonal,0.1408416517599611,0.44479006158203716,0.0,0.036756830943121876,0.5573271737005842,0.0,2,(Per(p=365)+Const(1)),[np.str_('+')]
S2,Seasonal,0.5063292613585479,0.6526706474126664,0.0,0.6659741982582025,0.8548233288071766,0.6873475620692644,4,(((Per(p=12)*Per(p=60))+Per(p=6))*Per(p=48)),"[np.str_('*'), np.str_('+'), np.str_('*')]"
S2,Seasonal,0.5410598600340235,0.26653374498471194,0.0,0.5522218710312042,0.28631915684008424,0.07154952993774899,2,(RBF(l=10)+Per(p=4)),[np.str_('+')]
S2,Seasonal,0.9994049129098725,0.9998839922805407,0.0,0.9995220211557244,0.999908282865622,0.20949768857452333,2,(Per(p=336)*Per(p=4)),[np.str_('*')]
S4,Trending,0.9999750666054029,0.0,0.0,0.9999549808896749,0.0,0.0,1,Lin(σ=10),['None']
S1,Composite,0.921258676076678,0.9729186696506065,0.0,0.7599284743103236,0.9069504042587379,0.0,4,(((Per(p=7)+Lin(σ=10))+Per(p=60))*Per(p=672)),"[np.str_('+'), np.str_('+'), np.str_('*')]"
S3,Stationary,0.5794919125159221,0.6073865598009007,0.0,0.8747275400858543,0.9349952125647887,0.8303247460777492,2,(Const(1)*RBF(l=10)),[np.str_('*')]
S2,Seasonal,0.0,0.9979319717221622,0.0,0.7151846482674837,0.9998571303213029,0.9316246002190935,1,Per(p=48),['None']
S2,Seasonal,0.0050360823470516625,0.6017733118299071,0.0,0.0015827327077194697,0.6459321302742416,0.0,5,((((Per(p=672)*WN(σ=0.1))*Per(p=40))+Per(p=168))*Per(p=4)),"[np.str_('*'), np.str_('*'), np.str_('+'), np.str_('*')]"
S2,Seasonal,0.1318746989849382,0.3193786690422,0.0,0.15301841568505792,0.586981694991347,0.5985337589071029,5,((((RBF(l=1)*RQ(α=0.1))+RBF(l=1))+Per(p=52))*Per(p=168)),"[np.str_('*'), np.str_('+'), np.str_('+'), np.str_('*')]"
S3,Stationary,0.12635042899929583,0.15178769327578867,0.0,0.3771497460035713,0.32273198254134516,0.39973061346985517,1,Const(1),['None']
S1,Composite,0.9973854765888808,0.0,0.0,0.9997836416524074,0.8364957327160417,0.9177862770481153,5,((((Per(p=730)*Lin(σ=0))*Per(p=730))+RQ(α=1))+Per(p=168)),"[np.str_('*'), np.str_('*'), np.str_('+'), np.str_('+')]"
S2,Seasonal,0.001853789680712703,0.459116149490412,0.0,0.016481058272094784,0.5179770968996258,0.14709822935000283,3,((Per(p=10)*Per(p=4))+Per(p=96)),"[np.str_('*'), np.str_('+')]"
S2,Seasonal,0.16433276639684513,0.2160759773678711,0.0,0.29069663453452477,0.36043204676425333,0.3471007069615931,3,((RQ(α=0.1)+WN(σ=1))*Per(p=4)),"[np.str_('+'), np.str_('*')]"
S2,Seasonal,0.2427713054282412,0.22928264456434577,0.0,0.46913934839248694,0.36963572667006495,0.46751510522271356,3,((Per(p=7)*Per(p=14))*Per(p=30)),"[np.str_('*'), np.str_('*')]"
S2,Seasonal,0.0,0.9400292783665469,0.0,0.18428357897782366,0.9830267208429484,0.7188898371562921,3,((Per(p=6)+Per(p=96))*Per(p=96)),"[np.str_('+'), np.str_('*')]"
S3,Stationary,0.1743163594481616,0.23920197719181446,0.0,0.3320575657022625,0.3502975384613255,0.41587019426422955,2,(RBF(l=10)*RBF(l=1)),[np.str_('*')]
S3,Stationary,0.19979799671348886,0.24195570707197978,0.0,0.5770762014974035,0.7130366097346967,0.7728483621245933,2,(Const(1)+RQ(α=10)),[np.str_('+')]
S2,Seasonal,0.632087165498727,0.10684658369845346,0.0,0.8470391726997129,0.3793712067814363,0.7127930729871808,2,(Per(p=10)+Per(p=336)),[np.str_('+')]
S2,Seasonal,0.21001904005629668,0.9999709203986389,0.0,0.38422208764136356,0.9999803211994127,0.3238557677537861,1,Per(p=4),['None']
S3,Stationary,0.0774299073640683,0.2067270651911517,0.0,0.16479810103362114,0.34961136700052176,0.3053037967263973,1,Const(1),['None']
S2,Seasonal,0.003669702936608399,0.33968613889538635,0.0,0.04420046290930535,0.03464033524372345,0.0,4,(((Const(1)+Per(p=6))+Per(p=10))*RQ(α=10)),"[np.str_('+'), np.str_('+'), np.str_('*')]"
S1,Composite,0.032406705731149676,0.1585427860827895,0.0,0.08259118537587484,0.37415954563821074,0.38053887707325307,4,(((Per(p=12)+Per(p=96))+Lin(σ=0))*WN(σ=0.1)),"[np.str_('+'), np.str_('+'), np.str_('*')]"
S1,Composite,0.8493086360587407,0.9199159075144822,0.0,0.9080480753350804,0.9593652384149399,0.46051028773401315,4,(((Per(p=26)*Lin(σ=1))+RBF(l=0.1))+Per(p=4)),"[np.str_('*'), np.str_('+'), np.str_('+')]"
S1,Composite,0.6058181688538204,0.9081685023996043,0.0,0.9496743192801775,0.9922876860328934,0.9142104300319507,4,(((RBF(l=1)+Lin(σ=1))*Per(p=30))*Per(p=365)),"[np.str_('+'), np.str_('*'), np.str_('*')]"
S2,Seasonal,0.6958211637884958,0.07170297447066443,0.0,0.8624511099146078,0.35589091370204307,0.6849619262449658,4,(((WN(σ=0.1)*Per(p=30))+Per(p=40))+Per(p=730)),"[np.str_('*'), np.str_('+'), np.str_('+')]"
S1,Composite,0.13472633219578256,0.10594236591683481,0.0,0.3134254951041694,0.16938189795713443,0.3042678364967333,5,((((RBF(l=1)*Per(p=12))*Lin(σ=1))*Per(p=96))*WN(σ=0.1)),"[np.str_('*'), np.str_('*'), np.str_('*'), np.str_('*')]"
S2,Seasonal,0.1548335094488148,0.1218482046449243,0.0,0.3769514684849846,0.19213499065944284,0.34059380583120347,5,((((Per(p=14)*Per(p=336))+Per(p=4))*WN(σ=1))*Per(p=168)),"[np.str_('*'), np.str_('+'), np.str_('*'), np.str_('*')]"
S2,Seasonal,0.058431388158633024,0.9999798730510658,0.0,0.1018302883496931,0.9999858535347564,0.29708051284742487,1,Per(p=26),['None']
S2,Seasonal,0.9998556898358476,0.10738482933524174,0.0,0.9999930094090447,0.7221430547794866,0.9523130169340306,1,Per(p=672),['None']
S2,Seasonal,0.9609814742772306,0.9275340581106997,0.0,0.9835950420395969,0.9718134419948429,0.6289119995598202,5,((((Per(p=26)+Per(p=40))*Per(p=96))*Per(p=336))+Per(p=4)),"[np.str_('+'), np.str_('*'), np.str_('*'), np.str_('+')]"
S3,Stationary,0.328302678216826,0.6557877306772019,0.0,0.10792679045411768,0.6296005631498824,0.0,1,RBF(l=10),['None']
S2,Seasonal,0.018604111566933534,0.49878409543078495,0.0,0.04242649405938137,0.6633780634508808,0.1799074507181846,5,((((RQ(α=1)+Per(p=26))+RBF(l=10))*Per(p=730))*Per(p=48)),"[np.str_('+'), np.str_('+'), np.str_('*'), np.str_('*')]"
S2,Seasonal,0.37962059800870873,0.6570142907050394,0.0,0.6631692722774366,0.884934052480016,0.8015490370588477,4,(((WN(σ=0.1)*Per(p=365))+Per(p=336))*Per(p=52)),"[np.str_('*'), np.str_('+'), np.str_('*')]"
S2,Seasonal,0.16236533263333652,0.5019747187867201,0.0,0.5016691312400394,0.8471134196701239,0.7918341210128738,3,((WN(σ=0.1)+RQ(α=10))+Per(p=60)),"[np.str_('+'), np.str_('+')]"
S1,Composite,0.9997969861329976,0.4764859310733154,0.0,0.9998976998678609,0.6235570024502091,0.4960652860604232,4,(((Per(p=6)*RQ(α=1))+Lin(σ=0))+Per(p=12)),"[np.str_('*'), np.str_('+'), np.str_('+')]"
S2,Seasonal,0.2965789212768437,0.370504359188943,0.0,0.3747540745480832,0.6124358934973814,0.6414080998083872,5,((((Per(p=60)*Per(p=48))+RBF(l=1))*Per(p=12))+Per(p=30)),"[np.str_('*'), np.str_('+'), np.str_('*'), np.str_('+')]"
S1,Composite,0.06836949195422526,0.4591893292301352,0.0,0.2453882339960447,0.6661133140544708,0.46478095022554133,4,(((Per(p=336)*RQ(α=1))+Per(p=24))*Lin(σ=1)),"[np.str_('*'), np.str_('+'), np.str_('*')]"
S1,Composite,0.04209880434668756,0.14944661113724744,0.0,0.25942451810340894,0.2649714096814637,0.43628585156536215,5,((((Per(p=14)*Lin(σ=0))*RQ(α=0.1))*Per(p=12))+Per(p=6)),"[np.str_('*'), np.str_('*'), np.str_('*'), np.str_('+')]"
S2,Seasonal,0.1648295674757989,0.5465216504322021,0.0,0.13483981925360633,0.7294416307713417,0.5512350221700196,1,Per(p=14),['None']
S4,Trending,0.999999999759372,0.20217325393276298,0.0,0.9999999998295314,0.26592982376091523,0.2915665164809217,1,Lin(σ=0),['None']
S2,Seasonal,0.35774632916010285,0.23960423755854854,0.0,0.6867914935544053,0.5640376007086984,0.742965665148617,3,((RQ(α=1)+Per(p=336))*RQ(α=10)),"[np.str_('+'), np.str_('*')]"
S1,Composite,0.9999998859884689,0.45365183557528743,0.0,0.9999999435347877,0.1214288962953779,0.5048000831543344,4,(((Lin(σ=1)+Per(p=365))*Lin(σ=1))+Per(p=168)),"[np.str_('+'), np.str_('*'), np.str_('+')]"
S2,Seasonal,0.08973731219086867,0.9999936806390423,0.0,0.3363214411067216,0.9999963508424616,0.4224828469508298,1,Per(p=4),['None']
S2,Seasonal,0.5112374955330687,0.4591982474196532,0.0,0.45296624824255116,0.690674420289004,0.6235866474337858,1,Per(p=24),['None']
S1,Composite,0.11172527859848258,0.029009277445758763,0.0,0.43776414191397317,0.03694325478641247,0.3062032890900005,4,(((Lin(σ=0)*RBF(l=10))*RBF(l=0.1))+Per(p=24)),"[np.str_('*'), np.str_('*'), np.str_('+')]"
S2,Seasonal,0.00892654696727635,0.36822391033677226,0.0,0.006820166941706618,0.5273490978347647,0.5059377789266996,5,((((RQ(α=1)+RQ(α=0.1))*Per(p=60))+Per(p=60))+WN(σ=1)),"[np.str_('+'), np.str_('*'), np.str_('+'), np.str_('+')]"
S2,Seasonal,0.05129016037720735,0.6146537751497603,0.0,0.1116338950385597,0.7980893695461562,0.5997618292201798,3,((Per(p=365)*RBF(l=1))+Per(p=52)),"[np.str_('*'), np.str_('+')]"
S2,Seasonal,0.13900743747812971,0.229563920117559,0.0,0.38946182043565714,0.47767361569551814,0.6072710977154453,4,(((Per(p=24)+Per(p=30))*Per(p=52))*Per(p=168)),"[np.str_('+'), np.str_('*'), np.str_('*')]"
S2,Seasonal,0.09471113280710575,0.4063225270737876,0.0,0.5039466234022285,0.8544001336395524,0.8489210046854154,2,(Per(p=96)+RBF(l=10)),[np.str_('+')]
S3,Stationary,0.20923833892624166,0.22562391766367063,0.0,0.37525734665852406,0.5608848577835549,0.6877954358080601,2,(Const(1)*RQ(α=1)),[np.str_('*')]
S3,Stationary,0.08376790575425264,0.3349381360847915,0.0,0.24257882973988576,0.4902665200152645,0.5354701416065515,2,(RBF(l=1)*RQ(α=10)),[np.str_('*')]
S2,Seasonal,0.08490016825994262,0.7472009543417566,0.0,0.22593931725751581,0.8039851884360063,0.21341118407992565,2,(Per(p=7)+WN(σ=0.1)),[np.str_('+')]
S3,Stationary,0.11758274761798404,0.07439739513666432,0.0,0.45016717381054727,0.09834820528186661,0.22518858739780379,1,RBF(l=0.1),['None']
S2,Seasonal,0.1854986277797278,0.5855173033502346,0.0,0.3536845737451252,0.7402526276568273,0.5394353790059937,2,(RBF(l=1)+Per(p=12)),[np.str_('+')]
S2,Seasonal,0.02855617277538247,0.999097356761329,0.0,0.48000920410155623,0.9997830688380622,0.7597673274391716,1,Per(p=48),['None']
S2,Seasonal,0.012592429048016718,0.42266364194028305,0.0,0.03707560591502246,0.6118945201642044,0.4691051867120496,4,(((RQ(α=1)*RBF(l=1))+Per(p=6))*Per(p=52)),"[np.str_('*'), np.str_('+'), np.str_('*')]"
S2,Seasonal,0.2203642574030541,0.22652577060118684,0.0,0.5351195014861515,0.6597435243837866,0.8074323410000396,2,(Per(p=24)*RBF(l=10)),[np.str_('*')]
S2,Seasonal,0.4479133272598915,0.30977008012069374,0.0,0.6467116362638236,0.6293463864706232,0.6838990298531642,3,((Per(p=10)+Per(p=336))*RBF(l=10)),"[np.str_('+'), np.str_('*')]"
S2,Seasonal,0.15253607426850413,0.9999741823080011,0.0,0.18286347879817044,0.9999809210391205,0.2607624360891104,2,(Per(p=14)+Per(p=7)),[np.str_('+')]
S1,Composite,0.12436831576936858,0.1150452943667084,0.0,0.37887470753418695,0.16444297145471187,0.25993791327930504,5,((((Lin(σ=0)+Lin(σ=10))+Per(p=60))+Per(p=7))*RBF(l=0.1)),"[np.str_('+'), np.str_('+'), np.str_('+'), np.str_('*')]"
S1,Composite,0.9999783021055735,0.5631722444807157,0.0,0.9999909116449244,0.7594911098619017,0.5810822509658558,3,((Lin(σ=0)+RBF(l=1))+Per(p=52)),"[np.str_('+'), np.str_('+')]"
S2,Seasonal,0.03611086911486594,0.26467748613018227,0.0,0.059165957699850225,0.4388459788638327,0.44416577820865366,5,((((Per(p=730)*RQ(α=0.1))*Per(p=365))+RBF(l=0.1))+Per(p=48)),"[np.str_('*'), np.str_('*'), np.str_('+'), np.str_('+')]"
S2,Seasonal,0.04220220361494054,0.2094560801522729,0.0,0.14182276286194861,0.49773415494011775,0.5861132019570723,4,(((Per(p=336)*Per(p=672))+Per(p=336))*RQ(α=1)),"[np.str_('*'), np.str_('+'), np.str_('*')]"
S1,Composite,0.9999027962068702,0.0,0.0,0.9999520749945519,0.0,0.5052297536775965,5,((((Per(p=4)*RBF(l=1))+Lin(σ=10))*Lin(σ=1))*Lin(σ=0)),"[np.str_('*'), np.str_('+'), np.str_('*'), np.str_('*')]"
S2,Seasonal,0.48321798030511365,0.5302743004085081,0.0,0.5340650514365352,0.7032038591854112,0.47844454295125627,4,(((Per(p=365)+RBF(l=1))*Per(p=7))+RQ(α=10)),"[np.str_('+'), np.str_('*'), np.str_('+')]"
S2,Seasonal,0.9999630475341291,0.18219134376098778,0.0,0.9999932958266885,0.5634797123501925,0.8200994806072035,1,Per(p=672),['None']
S2,Seasonal,0.0,0.6725146564041936,0.0,0.32600633944426016,0.9359464027591262,0.8268514514063248,2,(Per(p=26)*Per(p=168)),[np.str_('*')]
S2,Seasonal,0.1308082580542277,0.6599800654796661,0.0,0.15119994596287079,0.7583819622285307,0.3731883327366673,3,((Per(p=26)*RQ(α=0.1))+Per(p=14)),"[np.str_('*'), np.str_('+')]"
S2,Seasonal,0.6016267455133293,0.6089497534625239,0.0,0.7251362995334469,0.9036534266847612,0.8263088700031527,2,(WN(σ=0.1)+Per(p=14)),[np.str_('+')]
S2,Seasonal,0.024813322214865208,0.9999568921643841,0.0,0.08736983206086701,0.9999715936034705,0.3401985114263486,1,Per(p=30),['None']
S2,Seasonal,0.4860880131814197,0.594080379424755,0.0,0.3079062953107373,0.6990050830285633,0.34648638399130505,1,Per(p=24),['None']
S2,Seasonal,0.05589769630403019,0.2037802558544758,0.0,0.16828190303314272,0.2671174475559325,0.2485383151656636,5,((((Per(p=336)*Per(p=48))+Per(p=14))*WN(σ=0.1))*Per(p=168)),"[np.str_('*'), np.str_('+'), np.str_('*'), np.str_('*')]"
S1,Composite,0.011240398654132178,0.15916882650690978,0.0,0.04809187538538495,0.3394088617328289,0.40278085639633665,5,((((Per(p=52)+Lin(σ=0))*Per(p=365))*Per(p=168))*RQ(α=0.1)),"[np.str_('+'), np.str_('*'), np.str_('*'), np.str_('*')]"
S2,Seasonal,0.0,0.4558864598046015,0.0,0.02612890506392873,0.8732535844305679,0.7747394146656297,2,(Per(p=30)+Per(p=12)),[np.str_('+')]
S2,Seasonal,0.022928578693003354,0.38572688120657994,0.0,0.13497523468382455,0.6511382743692122,0.6737939436009333,4,(((Per(p=14)+RQ(α=1))+Per(p=52))+Per(p=14)),"[np.str_('+'), np.str_('+'), np.str_('+')]"
S1,Composite,0.0,0.1287744989265256,0.0,0.008697897811660416,0.2852544514977483,0.3656330425131511,5,((((Lin(σ=10)+Per(p=60))*RQ(α=0.1))+Per(p=60))*Per(p=52)),"[np.str_('+'), np.str_('*'), np.str_('+'), np.str_('*')]"
S2,Seasonal,0.9985967791760467,0.08109304908025827,0.0,0.999985409788431,0.8055183590973218,0.990064990517376,1,Per(p=365),['None']
S2,Seasonal,0.030544562371884965,0.6070418416276052,0.0,0.022321407296511886,0.20737554109685774,0.0,2,(WN(σ=1)+Per(p=168)),[np.str_('+')]
S2,Seasonal,0.36734411937682265,0.3663638342763281,0.0,0.24370873838182272,0.3610641977939715,0.07846123644865,4,(((Per(p=6)+Per(p=52))+Per(p=365))+Per(p=365)),"[np.str_('+'), np.str_('+'), np.str_('+')]"
S2,Seasonal,0.35943430789278374,0.5323340544390561,0.0,0.5295493813387757,0.7283973450652834,0.5819508959707699,4,(((Per(p=26)*Per(p=26))*RQ(α=1))+Per(p=12)),"[np.str_('*'), np.str_('*'), np.str_('+')]"
S2,Seasonal,0.14206743604172845,0.7211370302872768,0.0,0.0,0.7644970612099489,0.1974342019985419,1,Per(p=7),['None']
S1,Composite,0.9646595164990257,0.9970486272400048,0.0,0.2632513163457919,0.9416694198369931,0.0,2,(Lin(σ=1)*Per(p=168)),[np.str_('*')]
S2,Seasonal,0.23002498192799004,0.15374812975452923,0.0,0.410650201847795,0.21871736213201365,0.2676964580664152,4,(((Per(p=672)+Per(p=6))+Per(p=40))*WN(σ=0.1)),"[np.str_('+'), np.str_('+'), np.str_('*')]"
S1,Composite,0.02274944838384918,0.28187932820248274,0.0,0.06867196187325941,0.5535990997269773,0.49505139912658436,5,((((Lin(σ=1)*RQ(α=1))*Per(p=7))*Const(1))+Per(p=48)),"[np.str_('*'), np.str_('*'), np.str_('*'), np.str_('+')]"
S1,Composite,0.11753937535169301,0.0852516648220043,0.0,0.20708464897274104,0.1701990360226634,0.6172530572098492,4,(((Lin(σ=10)*RQ(α=1))+Per(p=12))*Per(p=14)),"[np.str_('*'), np.str_('+'), np.str_('*')]"
S1,Composite,0.9999985694599572,0.7262946419430811,0.0,0.9999638988467368,0.1545328344799355,0.0,3,((Per(p=365)*RBF(l=10))+Lin(σ=10)),"[np.str_('*'), np.str_('+')]"
S2,Seasonal,0.03488046267518796,0.998683852116582,0.0,0.22461048730350353,0.9995756177217726,0.6822167164389549,1,Per(p=52),['None']
S2,Seasonal,0.2336987545431779,0.3407234766427325,0.0,0.15888304555760335,0.36751460448672146,0.12945136962810389,5,((((Per(p=10)*Per(p=60))*Per(p=6))*Per(p=60))*Per(p=60)),"[np.str_('*'), np.str_('*'), np.str_('*'), np.str_('*')]"
S2,Seasonal,0.048855772343766146,0.9999695593515373,0.0,0.13749315988690514,0.9999786256461325,0.29773426211552334,1,Per(p=14),['None']
S2,Seasonal,0.02918375346819424,0.23860112347331974,0.0,0.18320429401674398,0.49229485852882715,0.8483690211233166,2,(Per(p=96)*Per(p=24)),[np.str_('*')]
S2,Seasonal,0.07352209110337893,0.8371482902135469,0.0,0.2505829746712853,0.8930700371426414,0.3741021318990986,2,(Per(p=10)*Per(p=52)),[np.str_('*')]
S1,Composite,0.9426838490219084,0.9901144035771074,0.0,0.9889898669713126,0.9980597588594127,0.8018388723697092,2,(Per(p=40)*Lin(σ=1)),[np.str_('*')]
S1,Composite,0.7429461719010091,0.9959467602763445,0.0,0.9789314109749994,0.9997881653187471,0.9473634239994024,4,(((Lin(σ=1)+WN(σ=1))*Per(p=52))+Per(p=14)),"[np.str_('+'), np.str_('*'), np.str_('+')]"
S2,Seasonal,0.0,0.9982979632035202,0.0,0.6199790743081455,0.9999162512069242,0.9518789076571711,1,Per(p=52),['None']
S3,Stationary,0.06834029913093098,0.15460468489231105,0.0,0.12545244215318785,0.328061153394948,0.35499847896991066,1,RBF(l=0.1),['None']
S2,Seasonal,0.24362745088759608,0.1749504842319961,0.0,0.46763235075568954,0.2943317034367715,0.3922442537038592,4,(((WN(σ=1)*Per(p=672))*RBF(l=1))*RBF(l=1)),"[np.str_('*'), np.str_('*'), np.str_('*')]"
S2,Seasonal,0.6458994508657866,0.8331651392964765,0.0,0.6550568426846596,0.9550235707034009,0.763222085618482,3,((Per(p=4)*Per(p=6))+Per(p=12)),"[np.str_('*'), np.str_('+')]"
S1,Composite,0.6913834733782731,0.5257798436376981,0.0,0.9067180479630286,0.8642055543332012,0.7274439732978377,5,((((Per(p=14)*Const(1))+Lin(σ=10))*Lin(σ=1))*Per(p=48)),"[np.str_('*'), np.str_('+'), np.str_('*'), np.str_('*')]"
S1,Composite,0.999999660059173,0.999999762130446,0.0,0.9999999930746776,0.9999999951546635,0.9796302290258971,4,(((Per(p=10)*Lin(σ=10))+Per(p=96))+Per(p=10)),"[np.str_('*'), np.str_('+'), np.str_('+')]"
S2,Seasonal,0.0,0.8875668781453009,0.0,0.080313984499216,0.9773674392492552,0.7707289122780856,1,Per(p=96),['None']
S3,Stationary,0.008169079235676446,0.29012700615699316,0.0,0.02724036739029867,0.5312157328751961,0.4666486416484362,1,RQ(α=0.1),['None']
S1,Composite,0.03130503665546891,0.10533333683684631,0.0,0.1737328408337131,0.18270359714916906,0.46984106033886697,5,((((Lin(σ=10)+Per(p=52))+WN(σ=0.1))+Per(p=60))*RQ(α=0.1)),"[np.str_('+'), np.str_('+'), np.str_('+'), np.str_('*')]"
S2,Seasonal,0.06358204759548836,0.2984828440485646,0.0,0.16007619386690775,0.5007435984513386,0.4673422089102336,5,((((RBF(l=0.1)*Per(p=336))+Per(p=730))*Per(p=60))*Per(p=96)),"[np.str_('*'), np.str_('+'), np.str_('*'), np.str_('*')]"
S2,Seasonal,0.4977052656307568,0.7987355724719943,0.0,0.5982630877162518,0.890932831031312,0.5196445508724141,5,((((Per(p=52)+Per(p=336))*Per(p=6))+WN(σ=0.1))+Per(p=30)),"[np.str_('+'), np.str_('*'), np.str_('+'), np.str_('+')]"
S2,Seasonal,0.38266001237278624,0.41378168370219337,0.0,0.5278415007004573,0.5467090480383383,0.3823285377431185,3,((RBF(l=1)*RBF(l=1))+Per(p=4)),"[np.str_('*'), np.str_('+')]"
S2,Seasonal,0.4851120054599106,0.29379616604980796,0.0,0.5993493306524074,0.37686269254201366,0.31723597186313046,4,(((Per(p=12)*RQ(α=0.1))+Per(p=14))+Per(p=730)),"[np.str_('*'), np.str_('+'), np.str_('+')]"
S2,Seasonal,0.6478844311963624,0.07014191807328451,0.0,0.8321134318920482,0.35172553234196746,0.6644064994169159,5,((((Per(p=7)+Per(p=40))*Per(p=10))+Per(p=730))+Per(p=365)),"[np.str_('+'), np.str_('*'), np.str_('+'), np.str_('+')]"
S2,Seasonal,0.0344352114094304,0.1638411901403809,0.0,0.24964116989392227,0.29646996032853823,0.3439338222728189,5,((((Per(p=336)+Per(p=4))+Per(p=168))+Per(p=26))*RBF(l=0.1)),"[np.str_('+'), np.str_('+'), np.str_('+'), np.str_('*')]"
S1,Composite,0.028717982075208925,0.1274372680846272,0.0,0.4320026361126653,0.2076412348720007,0.38618639276245825,5,((((RBF(l=1)*WN(σ=1))*Per(p=4))*Lin(σ=0))+Per(p=7)),"[np.str_('*'), np.str_('*'), np.str_('*'), np.str_('+')]"
S2,Seasonal,0.3785834656818702,0.16674070793191953,0.0,0.5599787594714923,0.3296964557734716,0.513971706697715,5,((((RBF(l=1)+Per(p=52))*Per(p=7))*Const(1))+Per(p=672)),"[np.str_('+'), np.str_('*'), np.str_('*'), np.str_('+')]"
S2,Seasonal,0.08323173985032661,0.33752020529779414,0.0,0.10667624915664464,0.42763764833564666,0.3378542443415431,5,((((Per(p=24)+RQ(α=0.1))*RBF(l=1))*Per(p=336))+Per(p=26)),"[np.str_('+'), np.str_('*'), np.str_('*'), np.str_('+')]"
S2,Seasonal,0.08722349895289827,0.3540223119302546,0.0,0.14016957627273563,0.5761203175891119,0.5996234865309393,5,((((RQ(α=1)*Per(p=40))+Per(p=40))+Per(p=60))+WN(σ=1)),"[np.str_('*'), np.str_('+'), np.str_('+'), np.str_('+')]"
S2,Seasonal,0.010995816846148698,0.37157460489876104,0.0,0.03510860817350214,0.7130376966564573,0.7174282141363137,5,((((WN(σ=0.1)+RBF(l=1))+Per(p=30))*Per(p=168))+Per(p=96)),"[np.str_('+'), np.str_('+'), np.str_('*'), np.str_('+')]"
S1,Composite,0.18997290089627372,0.19009159521828833,0.0,0.42316720465885815,0.4266224072226398,0.6119583161983897,4,(((Lin(σ=0)*Per(p=96))*RBF(l=1))+WN(σ=0.1)),"[np.str_('*'), np.str_('*'), np.str_('+')]"
S1,Composite,0.9999999997964232,0.9999999997240392,0.0,0.9999999998453302,0.999999999790335,0.24023757834017379,2,(Lin(σ=0)*Per(p=7)),[np.str_('*')]
S2,Seasonal,0.313184358419174,0.5524121542156533,0.0,0.4390666996815977,0.6522317032365033,0.33121441207215674,2,(RQ(α=0.1)+Per(p=4)),[np.str_('+')]
S1,Composite,0.9969389469130369,0.9991481033927172,0.0,0.9978492802060771,0.9994006076774108,0.29858800118499107,4,(((Lin(σ=0)*Per(p=336))*Per(p=6))+WN(σ=1)),"[np.str_('*'), np.str_('*'), np.str_('+')]"
